Track,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Apple Music Playlist Count,AirPlay Spins,Shazam Counts,Explicit Track,isrc,spotify_id,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,genre
La Triple M,Mawell,6/2/2023,QM6P42364524,671,58.8,44557662,9405,3224288,59,88674781,431451,87005227,1729443890,1,7638,497340,1,QM6P42364524,4nePI9JSkEf43FlKST8Imr,0.33,https://api.spotify.com/v1/audio-analysis/4nePI9JSkEf43FlKST8Imr,0.789,201120.0,0.807,4nePI9JSkEf43FlKST8Imr,0.113,5.0,0.132,-3.124,0.0,0.0867,105.041,4.0,https://api.spotify.com/v1/tracks/4nePI9JSkEf43FlKST8Imr,audio_features,spotify:track:4nePI9JSkEf43FlKST8Imr,0.662,Latin
La Triple M,Mawell,6/2/2023,QM6P42364524,671,58.8,44557662,9405,3224288,59,88674781,431451,87005227,1729443890,1,7638,497340,1,QM6P42364524,4nePI9JSkEf43FlKST8Imr,0.33,https://api.spotify.com/v1/audio-analysis/4nePI9JSkEf43FlKST8Imr,0.789,201120.0,0.807,4nePI9JSkEf43FlKST8Imr,0.113,5.0,0.132,-3.124,0.0,0.0867,105.041,4.0,https://api.spotify.com/v1/tracks/4nePI9JSkEf43FlKST8Imr,audio_features,spotify:track:4nePI9JSkEf43FlKST8Imr,0.662,Latin
La Triple M,Mawell,6/2/2023,QM6P42364524,671,58.8,44557662,9405,3224288,59,88674781,431451,87005227,1729443890,1,7638,497340,1,QM6P42364524,4nePI9JSkEf43FlKST8Imr,0.33,https://api.spotify.com/v1/audio-analysis/4nePI9JSkEf43FlKST8Imr,0.789,201120.0,0.807,4nePI9JSkEf43FlKST8Imr,0.113,5.0,0.132,-3.124,0.0,0.0867,105.041,4.0,https://api.spotify.com/v1/tracks/4nePI9JSkEf43FlKST8Imr,audio_features,spotify:track:4nePI9JSkEf43FlKST8Imr,0.662,Latin
La Triple M,Mawell,6/2/2023,QM6P42364524,671,58.8,44557662,9405,3224288,59,88674781,431451,87005227,1729443890,1,7638,497340,1,QM6P42364524,4nePI9JSkEf43FlKST8Imr,0.33,https://api.spotify.com/v1/audio-analysis/4nePI9JSkEf43FlKST8Imr,0.789,201120.0,0.807,4nePI9JSkEf43FlKST8Imr,0.113,5.0,0.132,-3.124,0.0,0.0867,105.041,4.0,https://api.spotify.com/v1/tracks/4nePI9JSkEf43FlKST8Imr,audio_features,spotify:track:4nePI9JSkEf43FlKST8Imr,0.662,Latin
Out West,JACKBOYS,12/27/2019,USSM11914988,675,58.8,709850383,165912,33706762,70,75540671,750424,222858336,1876371239,69,29239,3068690,1,USSM11914988,6gi6y1xwmVszDWkUqab1qw,0.0104,https://api.spotify.com/v1/audio-analysis/6gi6y1xwmVszDWkUqab1qw,0.802,157712.0,0.591,6gi6y1xwmVszDWkUqab1qw,0.0,8.0,0.196,-4.895,1.0,0.225,139.864,4.0,https://api.spotify.com/v1/tracks/6gi6y1xwmVszDWkUqab1qw,audio_features,spotify:track:6gi6y1xwmVszDWkUqab1qw,0.309,Pop
Out West,JACKBOYS,12/27/2019,USSM11914988,675,58.8,709850383,165912,33706762,70,75540671,750424,222858336,1876371239,69,29239,3068690,1,USSM11914988,6gi6y1xwmVszDWkUqab1qw,0.0104,https://api.spotify.com/v1/audio-analysis/6gi6y1xwmVszDWkUqab1qw,0.802,157712.0,0.591,6gi6y1xwmVszDWkUqab1qw,0.0,8.0,0.196,-4.895,1.0,0.225,139.864,4.0,https://api.spotify.com/v1/tracks/6gi6y1xwmVszDWkUqab1qw,audio_features,spotify:track:6gi6y1xwmVszDWkUqab1qw,0.309,Pop
Out West,JACKBOYS,12/27/2019,USSM11914988,675,58.8,709850383,165912,33706762,70,75540671,750424,222858336,1876371239,69,29239,3068690,1,USSM11914988,6gi6y1xwmVszDWkUqab1qw,0.0104,https://api.spotify.com/v1/audio-analysis/6gi6y1xwmVszDWkUqab1qw,0.802,157712.0,0.591,6gi6y1xwmVszDWkUqab1qw,0.0,8.0,0.196,-4.895,1.0,0.225,139.864,4.0,https://api.spotify.com/v1/tracks/6gi6y1xwmVszDWkUqab1qw,audio_features,spotify:track:6gi6y1xwmVszDWkUqab1qw,0.309,Pop
Out West,JACKBOYS,12/27/2019,USSM11914988,675,58.8,709850383,165912,33706762,70,75540671,750424,222858336,1876371239,69,29239,3068690,1,USSM11914988,6gi6y1xwmVszDWkUqab1qw,0.0104,https://api.spotify.com/v1/audio-analysis/6gi6y1xwmVszDWkUqab1qw,0.802,157712.0,0.591,6gi6y1xwmVszDWkUqab1qw,0.0,8.0,0.196,-4.895,1.0,0.225,139.864,4.0,https://api.spotify.com/v1/tracks/6gi6y1xwmVszDWkUqab1qw,audio_features,spotify:track:6gi6y1xwmVszDWkUqab1qw,0.309,Pop
Side To Side,Ariana Grande,4/1/2016,USUM71602107,680,58.6,1427792654,120921,38322144,70,2458018861,14668122,69105932,413361240,128,81758,7455134,1,USUM71602107,44ONERBHALxftQNWq6dmyd,0.0528,https://api.spotify.com/v1/audio-analysis/44ONERBHALxftQNWq6dmyd,0.649,226160.0,0.736,44ONERBHALxftQNWq6dmyd,0.0,6.0,0.235,-5.84,0.0,0.23,159.182,4.0,https://api.spotify.com/v1/tracks/44ONERBHALxftQNWq6dmyd,audio_features,spotify:track:44ONERBHALxftQNWq6dmyd,0.612,Pop
Side To Side,Ariana Grande,4/1/2016,USUM71602107,680,58.6,1427792654,120921,38322144,70,2458018861,14668122,69105932,413361240,128,81758,7455134,1,USUM71602107,44ONERBHALxftQNWq6dmyd,0.0528,https://api.spotify.com/v1/audio-analysis/44ONERBHALxftQNWq6dmyd,0.649,226160.0,0.736,44ONERBHALxftQNWq6dmyd,0.0,6.0,0.235,-5.84,0.0,0.23,159.182,4.0,https://api.spotify.com/v1/tracks/44ONERBHALxftQNWq6dmyd,audio_features,spotify:track:44ONERBHALxftQNWq6dmyd,0.612,Pop
Side To Side,Ariana Grande,4/1/2016,USUM71602107,680,58.6,1427792654,120921,38322144,70,2458018861,14668122,69105932,413361240,128,81758,7455134,1,USUM71602107,44ONERBHALxftQNWq6dmyd,0.0528,https://api.spotify.com/v1/audio-analysis/44ONERBHALxftQNWq6dmyd,0.649,226160.0,0.736,44ONERBHALxftQNWq6dmyd,0.0,6.0,0.235,-5.84,0.0,0.23,159.182,4.0,https://api.spotify.com/v1/tracks/44ONERBHALxftQNWq6dmyd,audio_features,spotify:track:44ONERBHALxftQNWq6dmyd,0.612,Pop
Side To Side,Ariana Grande,4/1/2016,USUM71602107,680,58.6,1427792654,120921,38322144,70,2458018861,14668122,69105932,413361240,128,81758,7455134,1,USUM71602107,44ONERBHALxftQNWq6dmyd,0.0528,https://api.spotify.com/v1/audio-analysis/44ONERBHALxftQNWq6dmyd,0.649,226160.0,0.736,44ONERBHALxftQNWq6dmyd,0.0,6.0,0.235,-5.84,0.0,0.23,159.182,4.0,https://api.spotify.com/v1/tracks/44ONERBHALxftQNWq6dmyd,audio_features,spotify:track:44ONERBHALxftQNWq6dmyd,0.612,Pop
Build A Bitch,Bella Poarch,5/14/2021,USWB12101016,682,58.5,452542081,81642,21651326,63,575228171,13396525,1030644218,10270227664,77,45289,2055722,1,USWB12101016,7BoobGhD4x5K96Me0hqC8Q,0.217,https://api.spotify.com/v1/audio-analysis/7BoobGhD4x5K96Me0hqC8Q,0.855,122773.0,0.463,7BoobGhD4x5K96Me0hqC8Q,1.77e-05,3.0,0.347,-7.454,1.0,0.0367,102.931,4.0,https://api.spotify.com/v1/tracks/7BoobGhD4x5K96Me0hqC8Q,audio_features,spotify:track:7BoobGhD4x5K96Me0hqC8Q,0.866,R&B/Soul
Build A Bitch,Bella Poarch,5/14/2021,USWB12101016,682,58.5,452542081,81642,21651326,63,575228171,13396525,1030644218,10270227664,77,45289,2055722,1,USWB12101016,7BoobGhD4x5K96Me0hqC8Q,0.217,https://api.spotify.com/v1/audio-analysis/7BoobGhD4x5K96Me0hqC8Q,0.855,122773.0,0.463,7BoobGhD4x5K96Me0hqC8Q,1.77e-05,3.0,0.347,-7.454,1.0,0.0367,102.931,4.0,https://api.spotify.com/v1/tracks/7BoobGhD4x5K96Me0hqC8Q,audio_features,spotify:track:7BoobGhD4x5K96Me0hqC8Q,0.866,R&B/Soul
Build A Bitch,Bella Poarch,5/14/2021,USWB12101016,682,58.5,452542081,81642,21651326,63,575228171,13396525,1030644218,10270227664,77,45289,2055722,1,USWB12101016,7BoobGhD4x5K96Me0hqC8Q,0.217,https://api.spotify.com/v1/audio-analysis/7BoobGhD4x5K96Me0hqC8Q,0.855,122773.0,0.463,7BoobGhD4x5K96Me0hqC8Q,1.77e-05,3.0,0.347,-7.454,1.0,0.0367,102.931,4.0,https://api.spotify.com/v1/tracks/7BoobGhD4x5K96Me0hqC8Q,audio_features,spotify:track:7BoobGhD4x5K96Me0hqC8Q,0.866,R&B/Soul
Build A Bitch,Bella Poarch,5/14/2021,USWB12101016,682,58.5,452542081,81642,21651326,63,575228171,13396525,1030644218,10270227664,77,45289,2055722,1,USWB12101016,7BoobGhD4x5K96Me0hqC8Q,0.217,https://api.spotify.com/v1/audio-analysis/7BoobGhD4x5K96Me0hqC8Q,0.855,122773.0,0.463,7BoobGhD4x5K96Me0hqC8Q,1.77e-05,3.0,0.347,-7.454,1.0,0.0367,102.931,4.0,https://api.spotify.com/v1/tracks/7BoobGhD4x5K96Me0hqC8Q,audio_features,spotify:track:7BoobGhD4x5K96Me0hqC8Q,0.866,R&B/Soul
Y Lloro,Junior H,10/5/2023,QZ9QQ2300724,685,58.3,363816146,16161,16393454,80,189158687,768324,13838072,114779266,24,843,711146,1,QZ9QQ2300724,6RcAHyC5sAUIbPTkhOQwd8,0.424,https://api.spotify.com/v1/audio-analysis/6RcAHyC5sAUIbPTkhOQwd8,0.728,179013.0,0.589,6RcAHyC5sAUIbPTkhOQwd8,7.78e-06,7.0,0.166,-7.115,1.0,0.0376,77.475,4.0,https://api.spotify.com/v1/tracks/6RcAHyC5sAUIbPTkhOQwd8,audio_features,spotify:track:6RcAHyC5sAUIbPTkhOQwd8,0.767,Indie/Alternative
Y Lloro,Junior H,10/5/2023,QZ9QQ2300724,685,58.3,363816146,16161,16393454,80,189158687,768324,13838072,114779266,24,843,711146,1,QZ9QQ2300724,6RcAHyC5sAUIbPTkhOQwd8,0.424,https://api.spotify.com/v1/audio-analysis/6RcAHyC5sAUIbPTkhOQwd8,0.728,179013.0,0.589,6RcAHyC5sAUIbPTkhOQwd8,7.78e-06,7.0,0.166,-7.115,1.0,0.0376,77.475,4.0,https://api.spotify.com/v1/tracks/6RcAHyC5sAUIbPTkhOQwd8,audio_features,spotify:track:6RcAHyC5sAUIbPTkhOQwd8,0.767,Indie/Alternative
Y Lloro,Junior H,10/5/2023,QZ9QQ2300724,685,58.3,363816146,16161,16393454,80,189158687,768324,13838072,114779266,24,843,711146,1,QZ9QQ2300724,6RcAHyC5sAUIbPTkhOQwd8,0.424,https://api.spotify.com/v1/audio-analysis/6RcAHyC5sAUIbPTkhOQwd8,0.728,179013.0,0.589,6RcAHyC5sAUIbPTkhOQwd8,7.78e-06,7.0,0.166,-7.115,1.0,0.0376,77.475,4.0,https://api.spotify.com/v1/tracks/6RcAHyC5sAUIbPTkhOQwd8,audio_features,spotify:track:6RcAHyC5sAUIbPTkhOQwd8,0.767,Indie/Alternative
Y Lloro,Junior H,10/5/2023,QZ9QQ2300724,685,58.3,363816146,16161,16393454,80,189158687,768324,13838072,114779266,24,843,711146,1,QZ9QQ2300724,6RcAHyC5sAUIbPTkhOQwd8,0.424,https://api.spotify.com/v1/audio-analysis/6RcAHyC5sAUIbPTkhOQwd8,0.728,179013.0,0.589,6RcAHyC5sAUIbPTkhOQwd8,7.78e-06,7.0,0.166,-7.115,1.0,0.0376,77.475,4.0,https://api.spotify.com/v1/tracks/6RcAHyC5sAUIbPTkhOQwd8,audio_features,spotify:track:6RcAHyC5sAUIbPTkhOQwd8,0.767,Indie/Alternative
Streets,Doja Cat,11/7/2019,USRC11903460,686,58.3,1056939084,154003,62848076,75,702463556,8269225,573666785,3347862526,155,3474,6716450,1,USRC11903460,60ynsPSSKe6O3sfwRnIBRf,0.21,https://api.spotify.com/v1/audio-analysis/60ynsPSSKe6O3sfwRnIBRf,0.749,226987.0,0.463,60ynsPSSKe6O3sfwRnIBRf,0.0382,11.0,0.338,-8.433,1.0,0.0842,90.035,4.0,https://api.spotify.com/v1/tracks/60ynsPSSKe6O3sfwRnIBRf,audio_features,spotify:track:60ynsPSSKe6O3sfwRnIBRf,0.189,R&B/Soul
Streets,Doja Cat,11/7/2019,USRC11903460,686,58.3,1056939084,154003,62848076,75,702463556,8269225,573666785,3347862526,155,3474,6716450,1,USRC11903460,60ynsPSSKe6O3sfwRnIBRf,0.21,https://api.spotify.com/v1/audio-analysis/60ynsPSSKe6O3sfwRnIBRf,0.749,226987.0,0.463,60ynsPSSKe6O3sfwRnIBRf,0.0382,11.0,0.338,-8.433,1.0,0.0842,90.035,4.0,https://api.spotify.com/v1/tracks/60ynsPSSKe6O3sfwRnIBRf,audio_features,spotify:track:60ynsPSSKe6O3sfwRnIBRf,0.189,R&B/Soul
Streets,Doja Cat,11/7/2019,USRC11903460,686,58.3,1056939084,154003,62848076,75,702463556,8269225,573666785,3347862526,155,3474,6716450,1,USRC11903460,60ynsPSSKe6O3sfwRnIBRf,0.21,https://api.spotify.com/v1/audio-analysis/60ynsPSSKe6O3sfwRnIBRf,0.749,226987.0,0.463,60ynsPSSKe6O3sfwRnIBRf,0.0382,11.0,0.338,-8.433,1.0,0.0842,90.035,4.0,https://api.spotify.com/v1/tracks/60ynsPSSKe6O3sfwRnIBRf,audio_features,spotify:track:60ynsPSSKe6O3sfwRnIBRf,0.189,R&B/Soul
Streets,Doja Cat,11/7/2019,USRC11903460,686,58.3,1056939084,154003,62848076,75,702463556,8269225,573666785,3347862526,155,3474,6716450,1,USRC11903460,60ynsPSSKe6O3sfwRnIBRf,0.21,https://api.spotify.com/v1/audio-analysis/60ynsPSSKe6O3sfwRnIBRf,0.749,226987.0,0.463,60ynsPSSKe6O3sfwRnIBRf,0.0382,11.0,0.338,-8.433,1.0,0.0842,90.035,4.0,https://api.spotify.com/v1/tracks/60ynsPSSKe6O3sfwRnIBRf,audio_features,spotify:track:60ynsPSSKe6O3sfwRnIBRf,0.189,R&B/Soul
How We Roll,Ciara,8/4/2023,QZS7J2357291,684,58.3,36007719,11757,1829300,53,66350451,833138,28142270,344537974,16,83924,790290,1,QZS7J2357291,1m0qZIhHH1v0gKogp6l34W,0.183,https://api.spotify.com/v1/audio-analysis/1m0qZIhHH1v0gKogp6l34W,0.771,199513.0,0.635,1m0qZIhHH1v0gKogp6l34W,4.5e-06,8.0,0.118,-5.664,0.0,0.065,96.025,4.0,https://api.spotify.com/v1/tracks/1m0qZIhHH1v0gKogp6l34W,audio_features,spotify:track:1m0qZIhHH1v0gKogp6l34W,0.333,R&B/Soul
How We Roll,Ciara,8/4/2023,QZS7J2357291,684,58.3,36007719,11757,1829300,53,66350451,833138,28142270,344537974,16,83924,790290,1,QZS7J2357291,1m0qZIhHH1v0gKogp6l34W,0.183,https://api.spotify.com/v1/audio-analysis/1m0qZIhHH1v0gKogp6l34W,0.771,199513.0,0.635,1m0qZIhHH1v0gKogp6l34W,4.5e-06,8.0,0.118,-5.664,0.0,0.065,96.025,4.0,https://api.spotify.com/v1/tracks/1m0qZIhHH1v0gKogp6l34W,audio_features,spotify:track:1m0qZIhHH1v0gKogp6l34W,0.333,R&B/Soul
How We Roll,Ciara,8/4/2023,QZS7J2357291,684,58.3,36007719,11757,1829300,53,66350451,833138,28142270,344537974,16,83924,790290,1,QZS7J2357291,1m0qZIhHH1v0gKogp6l34W,0.183,https://api.spotify.com/v1/audio-analysis/1m0qZIhHH1v0gKogp6l34W,0.771,199513.0,0.635,1m0qZIhHH1v0gKogp6l34W,4.5e-06,8.0,0.118,-5.664,0.0,0.065,96.025,4.0,https://api.spotify.com/v1/tracks/1m0qZIhHH1v0gKogp6l34W,audio_features,spotify:track:1m0qZIhHH1v0gKogp6l34W,0.333,R&B/Soul
How We Roll,Ciara,8/4/2023,QZS7J2357291,684,58.3,36007719,11757,1829300,53,66350451,833138,28142270,344537974,16,83924,790290,1,QZS7J2357291,1m0qZIhHH1v0gKogp6l34W,0.183,https://api.spotify.com/v1/audio-analysis/1m0qZIhHH1v0gKogp6l34W,0.771,199513.0,0.635,1m0qZIhHH1v0gKogp6l34W,4.5e-06,8.0,0.118,-5.664,0.0,0.065,96.025,4.0,https://api.spotify.com/v1/tracks/1m0qZIhHH1v0gKogp6l34W,audio_features,spotify:track:1m0qZIhHH1v0gKogp6l34W,0.333,R&B/Soul
Peaches Eggplants,Young Nudy,2/27/2023,USRC12300570,689,58.2,157446814,54118,15660760,64,120010894,962140,22685975,142468312,31,95078,1447731,1,USRC12300570,1KUZ33cOqk3X4Ezk0aZnVp,0.00897,https://api.spotify.com/v1/audio-analysis/1KUZ33cOqk3X4Ezk0aZnVp,0.911,203813.0,0.536,1KUZ33cOqk3X4Ezk0aZnVp,3.73e-06,4.0,0.111,-7.884,0.0,0.282,146.014,4.0,https://api.spotify.com/v1/tracks/1KUZ33cOqk3X4Ezk0aZnVp,audio_features,spotify:track:1KUZ33cOqk3X4Ezk0aZnVp,0.584,Hip-Hop/Rap
Peaches Eggplants,Young Nudy,2/27/2023,USRC12300570,689,58.2,157446814,54118,15660760,64,120010894,962140,22685975,142468312,31,95078,1447731,1,USRC12300570,1KUZ33cOqk3X4Ezk0aZnVp,0.00897,https://api.spotify.com/v1/audio-analysis/1KUZ33cOqk3X4Ezk0aZnVp,0.911,203813.0,0.536,1KUZ33cOqk3X4Ezk0aZnVp,3.73e-06,4.0,0.111,-7.884,0.0,0.282,146.014,4.0,https://api.spotify.com/v1/tracks/1KUZ33cOqk3X4Ezk0aZnVp,audio_features,spotify:track:1KUZ33cOqk3X4Ezk0aZnVp,0.584,Hip-Hop/Rap
Peaches Eggplants,Young Nudy,2/27/2023,USRC12300570,689,58.2,157446814,54118,15660760,64,120010894,962140,22685975,142468312,31,95078,1447731,1,USRC12300570,1KUZ33cOqk3X4Ezk0aZnVp,0.00897,https://api.spotify.com/v1/audio-analysis/1KUZ33cOqk3X4Ezk0aZnVp,0.911,203813.0,0.536,1KUZ33cOqk3X4Ezk0aZnVp,3.73e-06,4.0,0.111,-7.884,0.0,0.282,146.014,4.0,https://api.spotify.com/v1/tracks/1KUZ33cOqk3X4Ezk0aZnVp,audio_features,spotify:track:1KUZ33cOqk3X4Ezk0aZnVp,0.584,Hip-Hop/Rap
Peaches Eggplants,Young Nudy,2/27/2023,USRC12300570,689,58.2,157446814,54118,15660760,64,120010894,962140,22685975,142468312,31,95078,1447731,1,USRC12300570,1KUZ33cOqk3X4Ezk0aZnVp,0.00897,https://api.spotify.com/v1/audio-analysis/1KUZ33cOqk3X4Ezk0aZnVp,0.911,203813.0,0.536,1KUZ33cOqk3X4Ezk0aZnVp,3.73e-06,4.0,0.111,-7.884,0.0,0.282,146.014,4.0,https://api.spotify.com/v1/tracks/1KUZ33cOqk3X4Ezk0aZnVp,audio_features,spotify:track:1KUZ33cOqk3X4Ezk0aZnVp,0.584,Hip-Hop/Rap
Who Want Smoke,Nardo Wick,10/8/2021,USRC12101071,691,58.1,248749251,103369,11693843,61,318002064,2874323,33365117,142448123,44,6912,856723,1,USRC12101071,7ACW7VpgoKmfM1sKo15UhX,0.00496,https://api.spotify.com/v1/audio-analysis/7ACW7VpgoKmfM1sKo15UhX,0.748,279573.0,0.713,7ACW7VpgoKmfM1sKo15UhX,0.0,6.0,0.245,-6.399,1.0,0.355,75.591,4.0,https://api.spotify.com/v1/tracks/7ACW7VpgoKmfM1sKo15UhX,audio_features,spotify:track:7ACW7VpgoKmfM1sKo15UhX,0.482,Hip-Hop/Rap
Who Want Smoke,Nardo Wick,10/8/2021,USRC12101071,691,58.1,248749251,103369,11693843,61,318002064,2874323,33365117,142448123,44,6912,856723,1,USRC12101071,7ACW7VpgoKmfM1sKo15UhX,0.00496,https://api.spotify.com/v1/audio-analysis/7ACW7VpgoKmfM1sKo15UhX,0.748,279573.0,0.713,7ACW7VpgoKmfM1sKo15UhX,0.0,6.0,0.245,-6.399,1.0,0.355,75.591,4.0,https://api.spotify.com/v1/tracks/7ACW7VpgoKmfM1sKo15UhX,audio_features,spotify:track:7ACW7VpgoKmfM1sKo15UhX,0.482,Hip-Hop/Rap
Who Want Smoke,Nardo Wick,10/8/2021,USRC12101071,691,58.1,248749251,103369,11693843,61,318002064,2874323,33365117,142448123,44,6912,856723,1,USRC12101071,7ACW7VpgoKmfM1sKo15UhX,0.00496,https://api.spotify.com/v1/audio-analysis/7ACW7VpgoKmfM1sKo15UhX,0.748,279573.0,0.713,7ACW7VpgoKmfM1sKo15UhX,0.0,6.0,0.245,-6.399,1.0,0.355,75.591,4.0,https://api.spotify.com/v1/tracks/7ACW7VpgoKmfM1sKo15UhX,audio_features,spotify:track:7ACW7VpgoKmfM1sKo15UhX,0.482,Hip-Hop/Rap
Who Want Smoke,Nardo Wick,10/8/2021,USRC12101071,691,58.1,248749251,103369,11693843,61,318002064,2874323,33365117,142448123,44,6912,856723,1,USRC12101071,7ACW7VpgoKmfM1sKo15UhX,0.00496,https://api.spotify.com/v1/audio-analysis/7ACW7VpgoKmfM1sKo15UhX,0.748,279573.0,0.713,7ACW7VpgoKmfM1sKo15UhX,0.0,6.0,0.245,-6.399,1.0,0.355,75.591,4.0,https://api.spotify.com/v1/tracks/7ACW7VpgoKmfM1sKo15UhX,audio_features,spotify:track:7ACW7VpgoKmfM1sKo15UhX,0.482,Hip-Hop/Rap
Girls Like You,Maroon 5,11/3/2017,USUM71805272,694,57.9,1650167380,145231,35076065,66,1225467157,7096961,36399820,405895763,153,20494,10878345,1,USUM71805272,7fa9MBXhVfQ8P8Df9OEbD8,0.566,https://api.spotify.com/v1/audio-analysis/7fa9MBXhVfQ8P8Df9OEbD8,0.779,235545.0,0.541,7fa9MBXhVfQ8P8Df9OEbD8,0.0,0.0,0.13,-6.824,1.0,0.0658,124.939,4.0,https://api.spotify.com/v1/tracks/7fa9MBXhVfQ8P8Df9OEbD8,audio_features,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,0.447,Indie/Alternative
Girls Like You,Maroon 5,11/3/2017,USUM71805272,694,57.9,1650167380,145231,35076065,66,1225467157,7096961,36399820,405895763,153,20494,10878345,1,USUM71805272,7fa9MBXhVfQ8P8Df9OEbD8,0.566,https://api.spotify.com/v1/audio-analysis/7fa9MBXhVfQ8P8Df9OEbD8,0.779,235545.0,0.541,7fa9MBXhVfQ8P8Df9OEbD8,0.0,0.0,0.13,-6.824,1.0,0.0658,124.939,4.0,https://api.spotify.com/v1/tracks/7fa9MBXhVfQ8P8Df9OEbD8,audio_features,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,0.447,Indie/Alternative
Girls Like You,Maroon 5,11/3/2017,USUM71805272,694,57.9,1650167380,145231,35076065,66,1225467157,7096961,36399820,405895763,153,20494,10878345,1,USUM71805272,7fa9MBXhVfQ8P8Df9OEbD8,0.566,https://api.spotify.com/v1/audio-analysis/7fa9MBXhVfQ8P8Df9OEbD8,0.779,235545.0,0.541,7fa9MBXhVfQ8P8Df9OEbD8,0.0,0.0,0.13,-6.824,1.0,0.0658,124.939,4.0,https://api.spotify.com/v1/tracks/7fa9MBXhVfQ8P8Df9OEbD8,audio_features,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,0.447,Indie/Alternative
Girls Like You,Maroon 5,11/3/2017,USUM71805272,694,57.9,1650167380,145231,35076065,66,1225467157,7096961,36399820,405895763,153,20494,10878345,1,USUM71805272,7fa9MBXhVfQ8P8Df9OEbD8,0.566,https://api.spotify.com/v1/audio-analysis/7fa9MBXhVfQ8P8Df9OEbD8,0.779,235545.0,0.541,7fa9MBXhVfQ8P8Df9OEbD8,0.0,0.0,0.13,-6.824,1.0,0.0658,124.939,4.0,https://api.spotify.com/v1/tracks/7fa9MBXhVfQ8P8Df9OEbD8,audio_features,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,0.447,Indie/Alternative
Therefore I Am,Billie Eilish,11/12/2020,USUM72021500,695,57.9,805133547,132298,34341587,67,357556016,9930750,283957601,2252801256,229,346007,3468671,0,USUM72021500,20R4HfKloPKgXDqU7UKk3x,0.227,https://api.spotify.com/v1/audio-analysis/20R4HfKloPKgXDqU7UKk3x,0.879,173539.0,0.365,20R4HfKloPKgXDqU7UKk3x,0.135,2.0,0.0583,-7.781,1.0,0.0924,94.016,4.0,https://api.spotify.com/v1/tracks/20R4HfKloPKgXDqU7UKk3x,audio_features,spotify:track:20R4HfKloPKgXDqU7UKk3x,0.663,R&B/Soul
Therefore I Am,Billie Eilish,11/12/2020,USUM72021500,695,57.9,805133547,132298,34341587,67,357556016,9930750,283957601,2252801256,229,346007,3468671,0,USUM72021500,20R4HfKloPKgXDqU7UKk3x,0.227,https://api.spotify.com/v1/audio-analysis/20R4HfKloPKgXDqU7UKk3x,0.879,173539.0,0.365,20R4HfKloPKgXDqU7UKk3x,0.135,2.0,0.0583,-7.781,1.0,0.0924,94.016,4.0,https://api.spotify.com/v1/tracks/20R4HfKloPKgXDqU7UKk3x,audio_features,spotify:track:20R4HfKloPKgXDqU7UKk3x,0.663,R&B/Soul
Therefore I Am,Billie Eilish,11/12/2020,USUM72021500,695,57.9,805133547,132298,34341587,67,357556016,9930750,283957601,2252801256,229,346007,3468671,0,USUM72021500,20R4HfKloPKgXDqU7UKk3x,0.227,https://api.spotify.com/v1/audio-analysis/20R4HfKloPKgXDqU7UKk3x,0.879,173539.0,0.365,20R4HfKloPKgXDqU7UKk3x,0.135,2.0,0.0583,-7.781,1.0,0.0924,94.016,4.0,https://api.spotify.com/v1/tracks/20R4HfKloPKgXDqU7UKk3x,audio_features,spotify:track:20R4HfKloPKgXDqU7UKk3x,0.663,R&B/Soul
Therefore I Am,Billie Eilish,11/12/2020,USUM72021500,695,57.9,805133547,132298,34341587,67,357556016,9930750,283957601,2252801256,229,346007,3468671,0,USUM72021500,20R4HfKloPKgXDqU7UKk3x,0.227,https://api.spotify.com/v1/audio-analysis/20R4HfKloPKgXDqU7UKk3x,0.879,173539.0,0.365,20R4HfKloPKgXDqU7UKk3x,0.135,2.0,0.0583,-7.781,1.0,0.0924,94.016,4.0,https://api.spotify.com/v1/tracks/20R4HfKloPKgXDqU7UKk3x,audio_features,spotify:track:20R4HfKloPKgXDqU7UKk3x,0.663,R&B/Soul
Wish You The Best,Lewis Capaldi,4/14/2023,DEUM72206010,701,57.8,245513981,37111,22160670,71,99697837,1375852,7047257,76397270,66,215278,2064588,0,DEUM72206010,3gdPwk2wyOXNRnTA1KXnEr,0.547,https://api.spotify.com/v1/audio-analysis/3gdPwk2wyOXNRnTA1KXnEr,0.675,210880.0,0.48,3gdPwk2wyOXNRnTA1KXnEr,0.0,3.0,0.0943,-3.658,1.0,0.0316,107.86,4.0,https://api.spotify.com/v1/tracks/3gdPwk2wyOXNRnTA1KXnEr,audio_features,spotify:track:3gdPwk2wyOXNRnTA1KXnEr,0.491,Indie/Alternative
